"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Thrombin and coagulation factor X","F10","P00742","CHEMBL244","Protease","0.0642387798076","203 /  88     "
"Histone deacetylase 6","HDAC6","Q9UBN7","CHEMBL1865","Eraser","0.0642387798076","20 /  120     "
"Chromobox protein homolog 7","CBX7","O95931","CHEMBL1764946","Reader","0.0642387798076","0 /  19     "
"E3 SUMO-protein ligase CBX4","CBX4","O00257","CHEMBL3232685","Enzyme","0.0642387798076","0 /  2     "
"Leukocyte elastase","ELANE","P08246","CHEMBL248","Protease","0.0642387798076","28 /  118     "
"Histamine H3 receptor","HRH3","Q9Y5N1","CHEMBL264","Family A G protein-coupled receptor","0.0642387798076","0 /  82     "
"Acetylcholine receptor protein delta chain","CHRND","Q07001","CHEMBL3011","Ligand-gated ion channel","0.0642387798076","0 /  5     "
"NAD-dependent deacetylase sirtuin 3","SIRT3","Q9NTG7","CHEMBL4461","Eraser","0.0642387798076","9 /  24     "
"Neurotensin receptor 2","NTSR2","O95665","CHEMBL2514","Family A G protein-coupled receptor","0.0642387798076","0 /  57     "
"Neurotensin receptor 1","NTSR1","P30989","CHEMBL4123","Family A G protein-coupled receptor","0.0642387798076","0 /  134     "
"FK506-binding protein 1A","FKBP1A","P62942","CHEMBL1902","Isomerase","0.0642387798076","24 /  49     "
"NAD-dependent deacetylase sirtuin 2","SIRT2","Q8IXJ6","CHEMBL4462","Eraser","0.0642387798076","9 /  26     "
"NAD-dependent deacetylase sirtuin 1","SIRT1","Q96EB6","CHEMBL4506","Eraser","0.0642387798076","10 /  36     "
"Integrin alpha-V/beta-3","ITGAV ITGB3","P06756 P05106","CHEMBL1907598","Membrane receptor","0.0642387798076","0 /  58     "
"Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2)","NCOR2 HDAC3","Q9Y618 O15379","CHEMBL2111363","Eraser","0.0642387798076","10 /  33     "
"Histone deacetylase 2","HDAC2","Q92769","CHEMBL1937","Eraser","0.0642387798076","35 /  62     "
"Histone deacetylase 10","HDAC10","Q969S8","CHEMBL5103","Eraser","0.0642387798076","6 /  48     "
"Matrix metalloproteinase 2","MMP2","P08253","CHEMBL333","Protease","0.0642387798076","43 /  487     "
"Motilin receptor","MLNR","O43193","CHEMBL2203","Family A G protein-coupled receptor","0.0642387798076","15 /  54     "
"Metastin receptor","KISS1R","Q969F8","CHEMBL5413","Family A G protein-coupled receptor","0.0642387798076","0 /  10     "
"Mas-related G-protein coupled receptor member X1   (by homology)","MRGPRX1","Q96LB2","CHEMBL5850","Unclassified protein","0.0642387798076","0 /  7     "
"Prolyl endopeptidase","PREP","P48147","CHEMBL3202","Protease","0.0642387798076","0 /  84     "
"Muscarinic acetylcholine receptor M2","CHRM2","P08172","CHEMBL211","Family A G protein-coupled receptor","0.0642387798076","11 /  119     "
"C-X-C chemokine receptor type 7","ACKR3","P25106","CHEMBL2010631","Family A G protein-coupled receptor","0.0642387798076","0 /  8     "
"Protein-glutamine gamma-glutamyltransferase","TGM2","P21980","CHEMBL2730","Enzyme","0.0642387798076","30 /  4     "
"Neuropeptide Y receptor type 4","NPY4R","P50391","CHEMBL4877","Family A G protein-coupled receptor","0.0642387798076","0 /  7     "
"Aminopeptidase N","ANPEP","P15144","CHEMBL1907","Protease","0.0642387798076","0 /  39     "
"Matrix metalloproteinase 8","MMP8","P22894","CHEMBL4588","Protease","0.0642387798076","10 /  183     "
"Sigma opioid receptor","SIGMAR1","Q99720","CHEMBL287","Membrane receptor","0.0642387798076","2 /  419     "
"Tubulin beta-1 chain","TUBB1","Q9H4B7","CHEMBL1915","Structural protein","0.0642387798076","0 /  6     "
"Tissue-type plasminogen activator","PLAT","P00750","CHEMBL1873","Protease","0.0642387798076","2 /  11     "
"Nociceptin receptor","OPRL1","P41146","CHEMBL2014","Family A G protein-coupled receptor","0.0642387798076","0 /  109     "
"Gamma-secretase","PSEN2 PSENEN NCSTN APH1A PSEN1 APH1B","P49810 Q9NZ42 Q92542 Q96BI3 P49768 Q8WW43","CHEMBL2094135","Protease","0.0642387798076","22 /  56     "
"Neprilysin   (by homology)","MME","P08473","CHEMBL1944","Protease","0.0642387798076","0 /  341     "
"Neuromedin-U receptor 2","NMUR2","Q9GZQ4","CHEMBL1075144","Family A G protein-coupled receptor","0.0642387798076","0 /  2     "
"Neuromedin-U receptor 1","NMUR1","Q9HB89","CHEMBL1075178","Family A G protein-coupled receptor","0.0642387798076","0 /  1     "
"Lysine-specific histone demethylase 1","KDM1A","O60341","CHEMBL6136","Eraser","0.0642387798076","0 /  75     "
"Cathepsin S","CTSS","P25774","CHEMBL2954","Protease","0.0642387798076","99 /  156     "
"ADAM17","ADAM17","P78536","CHEMBL3706","Protease","0.0642387798076","14 /  43     "
"Calpain 2","CAPN2","P17655","CHEMBL2382","Protease","0.0642387798076","31 /  105     "
"Matrix metalloproteinase 14","MMP14","P50281","CHEMBL3869","Protease","0.0642387798076","9 /  28     "
"Cyclooxygenase-2","PTGS2","P35354","CHEMBL230","Oxidoreductase","0.0642387798076","16 /  9     "
"Histone deacetylase 8","HDAC8","Q9BY41","CHEMBL3192","Eraser","0.0642387798076","9 /  95     "
"Furin","FURIN","P09958","CHEMBL2611","Protease","0.0642387798076","0 /  61     "
"Neurokinin 3 receptor","TACR3","P29371","CHEMBL4429","Family A G protein-coupled receptor","0.0642387798076","6 /  171     "
"Intercellular adhesion molecule (ICAM-1), Integrin alpha-L/beta-2","ITGAL ICAM1 ITGB2","P20701 P05362 P05107","CHEMBL2096661","Membrane receptor","0.0642387798076","6 /  25     "
"Proenkephalin B","PDYN","P01213","CHEMBL2227","Other ion channel","0.0642387798076","0 /  1     "
"Cyclin-dependent kinase 2/cyclin A","CDK2 CCNA1 CCNA2","P24941 P78396 P20248","CHEMBL2094128","Other cytosolic protein","0.0642387798076","7 /  35     "
"Neurokinin 2 receptor","TACR2","P21452","CHEMBL2327","Family A G protein-coupled receptor","0.0642387798076","32 /  349     "
"Plasminogen","PLG","P00747","CHEMBL1801","Protease","0.0642387798076","3 /  81     "
"Histone deacetylase 11","HDAC11","Q96DB2","CHEMBL3310","Eraser","0.0642387798076","4 /  48     "
"Muscarinic acetylcholine receptor M1","CHRM1","P11229","CHEMBL216","Family A G protein-coupled receptor","0.0642387798076","7 /  75     "
"Dipeptidyl peptidase I","CTSC","P53634","CHEMBL2252","Protease","0.0642387798076","0 /  362     "
"Coagulation factor XII","F12","P00748","CHEMBL2821","Protease","0.0642387798076","0 /  1     "
"Signal transducer and activator of transcription 6","STAT6","P42226","CHEMBL5401","Transcription factor","0.0642387798076","0 /  16     "
"Histone deacetylase 3","HDAC3","O15379","CHEMBL1829","Eraser","0.0642387798076","25 /  63     "
"Cystinyl aminopeptidase","LNPEP","Q9UIQ6","CHEMBL2693","Protease","0.0642387798076","0 /  41     "
"Tyrosine-protein kinase LCK","LCK","P06239","CHEMBL258","Kinase","0.0642387798076","11 /  41     "
"Pyroglutamylated RFamide peptide receptor","QRFPR","Q96P65","CHEMBL5852","Family A G protein-coupled receptor","0.0642387798076","0 /  3     "
"Endothelin receptor ET-A","EDNRA","P25101","CHEMBL252","Family A G protein-coupled receptor","0.0642387798076","19 /  239     "
"MAP kinase ERK2","MAPK1","P28482","CHEMBL4040","Kinase","0.0642387798076","58 /  1     "
